Scientific_name,English_name,TipLabel,Female_plumage_score,Male_plumage_score
Myiagra ferrocyanea,Steel-blue Flycatcher,Myiagra_ferrocyanea,52.36111111,61.11111111
Myiagra galeata,Dark-grey Flycatcher,Myiagra_galeata,42.77777778,56.25
Myiagra hebetior,Dull Flycatcher,Myiagra_hebetior,57.36111111,65.41666667
Myiagra inquieta,Restless Flycatcher,Myiagra_inquieta,47.77777778,55
Myiagra oceanica,Oceanic Flycatcher,Myiagra_oceanica,38.75,47.5
Myiagra rubecula,Leaden Flycatcher,Myiagra_rubecula,45.97222222,61.11111111
Myiagra ruficollis,Broad-billed Flycatcher,Myiagra_ruficollis,53.19444444,50.27777778
Myiagra vanikorensis,Vanikoro Flycatcher,Myiagra_vanikorensis,47.36111111,59.86111111
Myiarchus antillarum,Puerto Rican Flycatcher,Myiarchus_antillarum,46.11111111,44.44444444
Myiarchus apicalis,Apical Flycatcher,Myiarchus_apicalis,44.72222222,43.61111111
Myiarchus barbirostris,Sad Flycatcher,Myiarchus_barbirostris,46.38888889,44.58333333
Myiarchus cephalotes,Pale-edged Flycatcher,Myiarchus_cephalotes,43.19444444,42.36111111
Myiarchus cinerascens,Ash-throated Flycatcher,Myiarchus_cinerascens,44.72222222,42.63888889
Myiarchus crinitus,Great Crested Flycatcher,Myiarchus_crinitus,40.55555556,41.25
Myiarchus ferox,Short-crested Flycatcher,Myiarchus_ferox,46.38888889,46.38888889
Myiarchus magnirostris,Large-billed Flycatcher,Myiarchus_magnirostris,45.55555556,44.86111111
Myiarchus nugator,Grenada Flycatcher,Myiarchus_nugator,41.38888889,41.94444444
Myiarchus nuttingi,Nutting's Flycatcher,Myiarchus_nuttingi,45.83333333,42.77777778
Myiarchus oberi,Lesser Antillean Flycatcher,Myiarchus_oberi,44.30555556,45.41666667
Myiarchus panamensis,Panama Flycatcher,Myiarchus_panamensis,45.97222222,40.97222222
Myiarchus phaeocephalus,Sooty-crowned Flycatcher,Myiarchus_phaeocephalus,48.61111111,48.61111111
Myiarchus sagrae,La Sagra's Flycatcher,Myiarchus_sagrae,47.22222222,48.47222222
Myiarchus semirufus,Rufous Flycatcher,Myiarchus_semirufus,42.91666667,46.25
Myiarchus stolidus,Stolid Flycatcher,Myiarchus_stolidus,45.97222222,45.13888889
Myiarchus swainsoni,Swainson's Flycatcher,Myiarchus_swainsoni,43.88888889,44.30555556
Myiarchus tuberculifer,Dusky-capped Flycatcher,Myiarchus_tuberculifer,47.36111111,46.94444444
Myiarchus tyrannulus,Brown-crested Flycatcher,Myiarchus_tyrannulus,46.80555556,46.80555556
Myiarchus validus,Rufous-tailed Flycatcher,Myiarchus_validus,40.13888889,39.02777778
Myiarchus venezuelensis,Venezuelan Flycatcher,Myiarchus_venezuelensis,43.19444444,43.88888889
Myiarchus yucatanensis,Yucatan Flycatcher,Myiarchus_yucatanensis,40.83333333,41.94444444
Myiobius atricaudus,Black-tailed Flycatcher,Myiobius_atricaudus,39.16666667,42.5
Myiobius barbatus,Bearded Flycatcher,Myiobius_barbatus,37.36111111,37.08333333
Myiobius sulphureipygius,Sulphur-rumped Flycatcher,Myiobius_sulphureipygius,42.22222222,46.66666667
Myiobius villosus,Tawny-breasted Flycatcher,Myiobius_villosus,42.08333333,48.05555556
Myioborus albifacies,White-faced Redstart,Myioborus_albifacies,50.97222222,49.86111111
Myioborus albifrons,White-fronted Redstart,Myioborus_albifrons,48.05555556,45.69444444
Myioborus brunniceps,Brown-capped Redstart,Myioborus_brunniceps,50.97222222,51.38888889
Myioborus cardonai,Saffron-breasted Redstart,Myioborus_cardonai,53.05555556,51.11111111
Myioborus castaneocapilla,Tepui Redstart,Myioborus_castaneocapilla,49.30555556,47.22222222
Myioborus flavivertex,Yellow-crowned Redstart,Myioborus_flavivertex,56.94444444,57.5
Myioborus melanocephalus,Spectacled Redstart,Myioborus_melanocephalus,57.22222222,54.44444444
Myioborus miniatus,Slate-throated Redstart,Myioborus_miniatus,57.63888889,57.77777778
Myioborus ornatus,Golden-fronted Redstart,Myioborus_ornatus,58.19444444,57.08333333
Myioborus pariae,Paria Redstart,Myioborus_pariae,48.19444444,50.27777778
Myioborus pictus,Painted Redstart,Myioborus_pictus,62.63888889,62.91666667
Myioborus torquatus,Collared Redstart,Myioborus_torquatus,46.66666667,45.83333333
Myiodynastes bairdii,Baird's Flycatcher,Myiodynastes_bairdii,44.58333333,46.25
Myiodynastes chrysocephalus,Golden-crowned Flycatcher,Myiodynastes_chrysocephalus,43.75,47.5
Myiodynastes hemichrysus,Golden-bellied Flycatcher,Myiodynastes_hemichrysus,46.80555556,44.58333333
Myiodynastes luteiventris,Sulphur-bellied Flycatcher,Myiodynastes_luteiventris,36.94444444,39.86111111
Myiodynastes maculatus,Streaked Flycatcher,Myiodynastes_maculatus,44.30555556,46.25
Myiomela albiventris,White-bellied Blue Robin,Myiomela_albiventris,63.19444444,63.05555556
Myiomela major,Nilgiri Blue Robin,Myiomela_major,60.69444444,64.02777778
Myiopagis caniceps,Grey Elaenia,Myiopagis_caniceps,48.61111111,51.94444444
Myiopagis cotta,Jamaican Elaenia,Myiopagis_cotta,48.61111111,52.77777778
Myiopagis flavivertex,Yellow-crowned Elaenia,Myiopagis_flavivertex,47.91666667,47.77777778
Myiopagis gaimardii,Forest Elaenia,Myiopagis_gaimardii,45.13888889,46.94444444
Myiopagis olallai,Foothill Elaenia,Myiopagis_olallai,47.22222222,43.61111111
Myiopagis subplacens,Pacific Elaenia,Myiopagis_subplacens,46.38888889,45.69444444
Myiopagis viridicata,Greenish Elaenia,Myiopagis_viridicata,49.58333333,48.61111111
Myioparus griseigularis,Grey-throated Tit-flycatcher,Myioparus_griseigularis,51.38888889,47.5
Myioparus plumbeus,Grey Tit-flycatcher,Myioparus_plumbeus,47.77777778,44.86111111
Myiophobus cryptoxanthus,Olive-chested Flycatcher,Myiophobus_cryptoxanthus,43.33333333,42.63888889
Myiophobus fasciatus,Bran-coloured Flycatcher,Myiophobus_fasciatus,43.33333333,45.97222222
Myiophobus flavicans,Flavescent Flycatcher,Myiophobus_flavicans,47.5,50.27777778
Myiophobus inornatus,Unadorned Flycatcher,Myiophobus_inornatus,46.52777778,45.13888889
Myiophobus lintoni,Orange-banded Flycatcher,Myiophobus_lintoni,39.86111111,46.66666667
Myiophobus ochraceiventris,Ochraceous-breasted Flycatcher,Myiophobus_ochraceiventris,51.11111111,51.52777778
Myiophobus phoenicomitra,Orange-crested Flycatcher,Myiophobus_phoenicomitra,40.69444444,43.05555556
Myiophobus pulcher,Handsome Flycatcher,Myiophobus_pulcher,40.83333333,45.97222222
Myiophobus roraimae,Roraiman Flycatcher,Myiophobus_roraimae,43.75,43.19444444
Myiornis albiventris,White-bellied Pygmy-tyrant,Myiornis_albiventris,43.75,44.02777778
Myiornis atricapillus,Black-capped Pygmy-tyrant,Myiornis_atricapillus,48.19444444,51.11111111
Myiornis auricularis,Eared Pygmy-tyrant,Myiornis_auricularis,45.41666667,46.38888889
Myiornis ecaudatus,Short-tailed Pygmy-tyrant,Myiornis_ecaudatus,47.08333333,47.22222222
Myiotheretes fumigatus,Smoky Bush-tyrant,Myiotheretes_fumigatus,42.22222222,40.41666667
Myiotheretes fuscorufus,Rufous-bellied Bush-tyrant,Myiotheretes_fuscorufus,47.91666667,44.44444444
Myiotheretes pernix,Santa Marta Bush-tyrant,Myiotheretes_pernix,41.80555556,40.55555556
Myiotheretes striaticollis,Streak-throated Bush-tyrant,Myiotheretes_striaticollis,45.69444444,43.05555556
Myiotriccus ornatus,Ornate Flycatcher,Myiotriccus_ornatus,55,53.33333333
Myiozetetes cayanensis,Rusty-margined Flycatcher,Myiozetetes_cayanensis,51.25,46.66666667
Myiozetetes granadensis,Grey-capped Flycatcher,Myiozetetes_granadensis,52.22222222,54.30555556
Myiozetetes luteiventris,Dusky-chested Flycatcher,Myiozetetes_luteiventris,48.05555556,46.52777778
Myiozetetes similis,Social Flycatcher,Myiozetetes_similis,55.69444444,55.83333333
Myophonus blighi,Sri Lanka Whistling-thrush,Myophonus_blighi,40.41666667,64.86111111
Myophonus borneensis,Bornean Whistling-thrush,Myophonus_borneensis,49.58333333,62.22222222
Myophonus caeruleus,Blue Whistling-thrush,Myophonus_caeruleus,61.11111111,61.94444444
Myophonus castaneus,Chestnut-winged Whistling-thrush,Myophonus_castaneus,45.55555556,57.63888889
Myophonus glaucinus,Javan Whistling Thrush,Myophonus_glaucinus,62.91666667,64.16666667
Myophonus horsfieldii,Malabar Whistling-thrush,Myophonus_horsfieldii,62.36111111,65.55555556
Myophonus insularis,Taiwan Whistling-thrush,Myophonus_insularis,61.80555556,64.16666667
Myophonus melanurus,Shiny Whistling-thrush,Myophonus_melanurus,63.05555556,61.94444444
Myophonus robinsoni,Malaysian Whistling-thrush,Myophonus_robinsoni,62.36111111,61.52777778
Myornis senilis,Ash-coloured Tapaculo,Myornis_senilis,51.94444444,52.63888889
Myrmeciza atrothorax,Black-throated Antbird,Myrmeciza_atrothorax,40.55555556,53.61111111
Myrmeciza berlepschi,Stub-tailed Antbird,Myrmeciza_berlepschi,63.19444444,70.41666667
Myrmeciza castanea,Zimmer's Antbird,Myrmeciza_castanea,41.94444444,54.86111111
Myrmeciza disjuncta,Yapacana Antbird,Myrmeciza_disjuncta,45.55555556,48.61111111
Myrmeciza exsul,Chestnut-backed Antbird,Myrmeciza_exsul,45.97222222,53.47222222
Myrmeciza ferruginea,Ferruginous-backed Antbird,Myrmeciza_ferruginea,49.86111111,60.27777778
Myrmeciza fortis,Sooty Antbird,Myrmeciza_fortis,44.86111111,55.55555556
Myrmeciza goeldii,Goeldi's Antbird,Myrmeciza_goeldii,41.66666667,52.36111111
Myrmeciza griseiceps,Grey-headed Antbird,Myrmeciza_griseiceps,46.11111111,52.91666667
Myrmeciza hemimelaena,Chestnut-tailed Antbird,Myrmeciza_hemimelaena,39.44444444,62.36111111
Myrmeciza hyperythra,Plumbeous Antbird,Myrmeciza_hyperythra,45.55555556,48.88888889
Myrmeciza immaculata,Immaculate Antbird,Myrmeciza_immaculata,46.52777778,63.61111111
Myrmeciza laemosticta,Dull-mantled Antbird,Myrmeciza_laemosticta,48.61111111,55.27777778
Myrmeciza longipes,White-bellied Antbird,Myrmeciza_longipes,42.22222222,51.11111111
Myrmeciza loricata,White-bibbed Antbird,Myrmeciza_loricata,45.13888889,50.27777778
Myrmeciza melanoceps,White-shouldered Antbird,Myrmeciza_melanoceps,62.63888889,61.52777778
Myrmeciza nigricauda,Esmeraldas Antbird,Myrmeciza_nigricauda,50,49.86111111
Myrmeciza pelzelni,Grey-bellied Antbird,Myrmeciza_pelzelni,46.52777778,53.61111111
Myrmeciza ruficauda,Scalloped Antbird,Myrmeciza_ruficauda,41.66666667,54.72222222
Myrmeciza squamosa,Squamate Antbird,Myrmeciza_squamosa,45,50.83333333
Myrmecocichla aethiops,Northern Anteater-chat,Myrmecocichla_aethiops,52.08333333,50.69444444
Myrmecocichla albifrons,White-fronted Black-chat,Myrmecocichla_albifrons,58.05555556,66.66666667
Myrmecocichla arnoti,White-headed Black-chat,Myrmecocichla_arnoti,60.41666667,63.75
Myrmecocichla cinnamomeiventris,Mocking Cliff-chat,Myrmecocichla_cinnamomeiventris,53.47222222,65.55555556
Myrmecocichla formicivora,Southern Anteater-chat,Myrmecocichla_formicivora,50.97222222,50.83333333
Myrmecocichla melaena,Rueppell's Chat,Myrmecocichla_melaena,65,67.5
Myrmecocichla nigra,Sooty Chat,Myrmecocichla_nigra,66.38888889,69.16666667
Myrmecocichla semirufa,White-winged Cliff-chat,Myrmecocichla_semirufa,61.25,64.72222222
Myrmecocichla tholloni,Congo Moor-chat,Myrmecocichla_tholloni,46.80555556,48.88888889
Myrmoborus leucophrys,White-browed Antbird,Myrmoborus_leucophrys,48.61111111,54.16666667
Myrmoborus lugubris,Ash-breasted Antbird,Myrmoborus_lugubris,44.58333333,48.05555556
Myrmoborus melanurus,Black-tailed Antbird,Myrmoborus_melanurus,42.77777778,55.97222222
Myrmoborus myotherinus,Black-faced Antbird,Myrmoborus_myotherinus,42.77777778,56.66666667
Myrmochanes hemileucus,Black-and-white Antbird,Myrmochanes_hemileucus,56.52777778,54.44444444
Myrmorchilus strigilatus,Stripe-backed Antbird,Myrmorchilus_strigilatus,43.33333333,54.02777778
Myrmornis torquata,Wing-banded Antbird,Myrmornis_torquata,44.44444444,54.58333333
Myrmothera campanisona,Thrush-like Antpitta,Myrmothera_campanisona,45.97222222,44.44444444
Myrmothera simplex,Brown-breasted Antpitta,Myrmothera_simplex,46.80555556,44.30555556
Myrmotherula ambigua,Yellow-throated Antwren,Myrmotherula_ambigua,38.19444444,44.44444444
Myrmotherula assimilis,Leaden Antwren,Myrmotherula_assimilis,40.27777778,49.02777778
Myrmotherula axillaris,White-flanked Antwren,Myrmotherula_axillaris,40.27777778,63.05555556
Myrmotherula behni,Plain-winged Antwren,Myrmotherula_behni,42.08333333,57.22222222
Myrmotherula brachyura,Pygmy Antwren,Myrmotherula_brachyura,39.16666667,42.91666667
Myrmotherula cherriei,Cherrie's Antwren,Myrmotherula_cherriei,40.55555556,47.36111111
Myrmotherula fluminensis,Rio de Janeiro Antwren,Myrmotherula_fluminensis,42.91666667,55
Myrmotherula grisea,Ashy Antwren,Myrmotherula_grisea,40.55555556,51.52777778
Myrmotherula gularis,Star-throated Antwren,Myrmotherula_gularis,46.25,44.86111111
Myrmotherula guttata,Rufous-bellied Antwren,Myrmotherula_guttata,36.38888889,51.38888889
Myrmotherula gutturalis,Brown-bellied Antwren,Myrmotherula_gutturalis,39.72222222,43.47222222
Myrmotherula hauxwelli,Plain-throated Antwren,Myrmotherula_hauxwelli,39.58333333,48.47222222
Myrmotherula ignota,Moustached Antwren,Myrmotherula_ignota,38.47222222,46.94444444
Myrmotherula iheringi,Ihering's Antwren,Myrmotherula_iheringi,41.38888889,58.47222222
Myrmotherula klagesi,Klages's Antwren,Myrmotherula_klagesi,42.91666667,45
Myrmotherula longicauda,Stripe-chested Antwren,Myrmotherula_longicauda,41.52777778,45.55555556
Myrmotherula longipennis,Long-winged Antwren,Myrmotherula_longipennis,43.05555556,60.83333333
Myrmotherula menetriesii,Grey Antwren,Myrmotherula_menetriesii,39.58333333,56.80555556
Myrmotherula minor,Salvadori's Antwren,Myrmotherula_minor,40.83333333,51.25
Myrmotherula multostriata,Amazonian Streaked Antwren,Myrmotherula_multostriata,40.13888889,46.66666667
Myrmotherula pacifica,Pacific Antwren,Myrmotherula_pacifica,44.72222222,45.55555556
Myrmotherula schisticolor,Slaty Antwren,Myrmotherula_schisticolor,42.36111111,60
Myrmotherula sclateri,Sclater's Antwren,Myrmotherula_sclateri,43.88888889,41.94444444
Myrmotherula snowi,Alagoas Antwren,Myrmotherula_snowi,43.75,49.02777778
Myrmotherula sunensis,Rio Suno Antwren,Myrmotherula_sunensis,40.27777778,59.86111111
Myrmotherula surinamensis,Guianan Streaked Antwren,Myrmotherula_surinamensis,47.63888889,46.11111111
Myrmotherula unicolor,Unicoloured Antwren,Myrmotherula_unicolor,40.55555556,48.61111111
Myrmotherula urosticta,Band-tailed Antwren,Myrmotherula_urosticta,45.27777778,58.61111111
Mystacornis crossleyi,Crossley's Babbler,Mystacornis_crossleyi,48.05555556,43.88888889
Myza celebensis,Dark-eared Myza,Myza_celebensis,42.22222222,41.38888889
Myza sarasinorum,White-eared Myza,Myza_sarasinorum,58.88888889,58.19444444
Myzomela adolphinae,Mountain Myzomela,Myzomela_adolphinae,38.75,61.38888889
Myzomela albigula,White-chinned Myzomela,Myzomela_albigula,41.94444444,44.86111111
Myzomela blasii,Drab Myzomela,Myzomela_blasii,38.61111111,39.44444444
Myzomela boiei,Banda Myzomela,Myzomela_boiei,39.58333333,62.91666667
Myzomela caledonica,New Caledonian Myzomela,Myzomela_caledonica,42.22222222,67.91666667
Myzomela cardinalis,Cardinal Myzomela,Myzomela_cardinalis,42.22222222,67.08333333
Myzomela chermesina,Rotuma Myzomela,Myzomela_chermesina,53.88888889,59.30555556
Myzomela chloroptera,Sulawesi Myzomela,Myzomela_chloroptera,40.97222222,58.33333333
Myzomela cineracea,Ashy Myzomela,Myzomela_cineracea,45.69444444,44.86111111
Myzomela cruentata,Red Myzomela,Myzomela_cruentata,40.41666667,63.05555556
Myzomela dammermani,Sumba Myzomela,Myzomela_dammermani,64.16666667,63.88888889
Myzomela eichhorni,Yellow-vented Myzomela,Myzomela_eichhorni,58.05555556,52.91666667
Myzomela eques,Red-throated Myzomela,Myzomela_eques,52.5,50.13888889
Myzomela erythrocephala,Red-headed Myzomela,Myzomela_erythrocephala,40.83333333,62.08333333
Myzomela erythromelas,Black-bellied Myzomela,Myzomela_erythromelas,53.05555556,65.27777778
Myzomela jugularis,Orange-breasted Myzomela,Myzomela_jugularis,58.33333333,55.97222222
Myzomela kuehni,Crimson-hooded Myzomela,Myzomela_kuehni,55.27777778,63.05555556
Myzomela lafargei,Scarlet-naped Myzomela,Myzomela_lafargei,42.91666667,56.94444444
Myzomela malaitae,Red-bellied Myzomela,Myzomela_malaitae,42.63888889,64.30555556
Myzomela melanocephala,Black-headed Myzomela,Myzomela_melanocephala,53.61111111,51.94444444
Myzomela nigrita,Black Myzomela,Myzomela_nigrita,40.41666667,58.05555556
Myzomela obscura,Dusky Myzomela,Myzomela_obscura,42.77777778,40.27777778
Myzomela pammelaena,Ebony Myzomela,Myzomela_pammelaena,62.36111111,62.08333333
Myzomela pulchella,Olive-yellow Myzomela,Myzomela_pulchella,53.05555556,53.33333333
Myzomela rosenbergii,Red-collared Myzomela,Myzomela_rosenbergii,58.05555556,67.08333333
Myzomela rubratra,Micronesian Myzomela,Myzomela_rubratra,54.72222222,67.63888889
Myzomela sanguinolenta,Scarlet Myzomela,Myzomela_sanguinolenta,37.63888889,66.66666667
Myzomela sclateri,Scarlet-bibbed Myzomela,Myzomela_sclateri,40.69444444,60.27777778
Myzomela tristrami,Sooty Myzomela,Myzomela_tristrami,61.52777778,65.13888889
Myzomela vulnerata,Red-rumped Myzomela,Myzomela_vulnerata,65.97222222,65
Myzomela wakoloensis,Wakolo Myzomela,Myzomela_wakoloensis,37.36111111,68.47222222
Myzornis pyrrhoura,Fire-tailed Myzornis,Myzornis_pyrrhoura,42.91666667,44.16666667
Namibornis herero,Herero Chat,Namibornis_herero,40.69444444,39.02777778
Napothera brevicaudata,Streaked Wren-babbler,Napothera_brevicaudata,40.27777778,39.86111111
Napothera crassa,Mountain Wren-babbler,Napothera_crassa,41.52777778,45.27777778
Napothera epilepidota,Eyebrowed Wren-babbler,Napothera_epilepidota,43.47222222,47.63888889
Nasica longirostris,Long-billed Woodcreeper,Nasica_longirostris,42.36111111,43.33333333
Nectarinia adelberti,Buff-throated Sunbird,Nectarinia_adelberti,39.44444444,62.77777778
Nectarinia afra,Greater Double-collared Sunbird,Nectarinia_afra,38.33333333,54.58333333
Nectarinia alinae,Blue-headed Sunbird,Nectarinia_alinae,55.97222222,60.41666667
Nectarinia amethystina,Amethyst Sunbird,Nectarinia_amethystina,40.41666667,61.38888889
Nectarinia asiatica,Purple Sunbird,Nectarinia_asiatica,36.94444444,54.86111111
Nectarinia aspasia,Black Sunbird,Nectarinia_aspasia,47.22222222,66.11111111
Nectarinia balfouri,Socotra Sunbird,Nectarinia_balfouri,46.80555556,47.22222222
Nectarinia bannermani,Bannerman's Sunbird,Nectarinia_bannermani,51.38888889,56.25
Nectarinia batesi,Bates's Sunbird,Nectarinia_batesi,40.13888889,42.36111111
Nectarinia bifasciata,Purple-banded Sunbird,Nectarinia_bifasciata,41.25,50.13888889
Nectarinia bocagii,Bocage's Sunbird,Nectarinia_bocagii,39.58333333,63.05555556
Nectarinia bouvieri,Orange-tufted Sunbird,Nectarinia_bouvieri,39.86111111,50.41666667
Nectarinia buettikoferi,Apricot-breasted Sunbird,Nectarinia_buettikoferi,40.69444444,52.22222222
Nectarinia calcostetha,Copper-throated Sunbird,Nectarinia_calcostetha,39.72222222,61.80555556
Nectarinia chalcomelas,Violet-breasted Sunbird,Nectarinia_chalcomelas,37.22222222,53.75
Nectarinia chalybea,Southern Double-collared Sunbird,Nectarinia_chalybea,40.41666667,58.19444444
Nectarinia chloropygia,Olive-bellied Sunbird,Nectarinia_chloropygia,39.44444444,57.77777778
Nectarinia coccinigaster,Splendid Sunbird,Nectarinia_coccinigaster,40,60.27777778
Nectarinia comorensis,Anjouan Sunbird,Nectarinia_comorensis,39.30555556,59.30555556
Nectarinia congensis,Congo Sunbird,Nectarinia_congensis,45.27777778,53.75
Nectarinia coquerellii,Mayotte Sunbird,Nectarinia_coquerellii,40.41666667,63.05555556
Nectarinia cuprea,Copper Sunbird,Nectarinia_cuprea,40.13888889,56.80555556
Nectarinia cyanolaema,Blue-throated Brown Sunbird,Nectarinia_cyanolaema,40.69444444,58.61111111
Nectarinia dussumieri,Seychelles Sunbird,Nectarinia_dussumieri,40.83333333,50.55555556
Nectarinia erythrocerca,Red-chested Sunbird,Nectarinia_erythrocerca,35.27777778,55.83333333
Nectarinia famosa,Malachite Sunbird,Nectarinia_famosa,37.08333333,45.69444444
Nectarinia fuliginosa,Carmelite Sunbird,Nectarinia_fuliginosa,42.08333333,57.08333333
Nectarinia fusca,Dusky Sunbird,Nectarinia_fusca,40.97222222,45.13888889
Nectarinia habessinica,Shining Sunbird,Nectarinia_habessinica,41.38888889,55.55555556
Nectarinia hartlaubii,Principe Sunbird,Nectarinia_hartlaubii,39.72222222,55.41666667
Nectarinia humbloti,Humblot's Sunbird,Nectarinia_humbloti,37.91666667,52.77777778
Nectarinia hunteri,Hunter's Sunbird,Nectarinia_hunteri,43.05555556,67.36111111
Nectarinia johannae,Johanna's Sunbird,Nectarinia_johannae,43.88888889,59.44444444
Nectarinia johnstoni,Red-tufted Sunbird,Nectarinia_johnstoni,41.66666667,60.97222222
Nectarinia jugularis,Olive-backed Sunbird,Nectarinia_jugularis,40.13888889,47.5
Nectarinia kilimensis,Bronze Sunbird,Nectarinia_kilimensis,37.77777778,45.97222222
Nectarinia lotenia,Long-billed Sunbird,Nectarinia_lotenia,39.30555556,61.25
Nectarinia loveridgei,Loveridge's Sunbird,Nectarinia_loveridgei,41.25,49.16666667
Nectarinia ludovicensis,Ludwig's Double-collared Sunbird,Nectarinia_ludovicensis,37.63888889,53.61111111
Nectarinia manoensis,Miombo Double-collared Sunbird,Nectarinia_manoensis,35.69444444,55.55555556
Nectarinia mariquensis,Mariqua Sunbird,Nectarinia_mariquensis,38.75,57.63888889
Nectarinia mediocris,Eastern Double-collared Sunbird,Nectarinia_mediocris,37.5,57.36111111
Nectarinia minima,Crimson-backed Sunbird,Nectarinia_minima,40.69444444,58.75
Nectarinia minulla,Tiny Sunbird,Nectarinia_minulla,40.83333333,54.72222222
Nectarinia moreaui,Moreau's Sunbird,Nectarinia_moreaui,39.72222222,49.02777778
Nectarinia nectarinioides,Black-bellied Sunbird,Nectarinia_nectarinioides,40.13888889,51.25
Nectarinia neergardi,Neergaard's Sunbird,Nectarinia_neergardi,42.08333333,53.88888889
Nectarinia newtonii,Newton's Sunbird,Nectarinia_newtonii,39.30555556,47.63888889
Nectarinia notata,Long-billed Green Sunbird,Nectarinia_notata,38.19444444,56.66666667
Nectarinia olivacea,Olive Sunbird,Nectarinia_olivacea,40,40.55555556
Nectarinia oritis,Cameroon Sunbird,Nectarinia_oritis,59.16666667,60
Nectarinia osea,Palestine Sunbird,Nectarinia_osea,37.5,59.30555556
Nectarinia oustaleti,Oustalet's Sunbird,Nectarinia_oustaleti,37.5,52.08333333
Nectarinia pembae,Pemba Sunbird,Nectarinia_pembae,42.91666667,54.16666667
Nectarinia preussi,Northern Double-collared Sunbird,Nectarinia_preussi,36.52777778,55.83333333
Nectarinia pulchella,Beautiful Sunbird,Nectarinia_pulchella,38.05555556,50
Nectarinia purpureiventris,Purple-breasted Sunbird,Nectarinia_purpureiventris,41.38888889,56.11111111
Nectarinia regia,Regal Sunbird,Nectarinia_regia,36.66666667,58.88888889
Nectarinia reichenbachii,Reichenbach's Sunbird,Nectarinia_reichenbachii,58.19444444,58.33333333
Nectarinia reichenowi,Golden-winged Sunbird,Nectarinia_reichenowi,39.30555556,55.27777778
Nectarinia rockefelleri,Rockefeller's Sunbird,Nectarinia_rockefelleri,35.83333333,51.52777778
Nectarinia rubescens,Green-throated Sunbird,Nectarinia_rubescens,39.86111111,58.75
Nectarinia rufipennis,Rufous-winged Sunbird,Nectarinia_rufipennis,37.36111111,53.47222222
Nectarinia seimundi,Little Green Sunbird,Nectarinia_seimundi,38.61111111,35.69444444
Nectarinia senegalensis,Scarlet-chested Sunbird,Nectarinia_senegalensis,42.91666667,62.36111111
Nectarinia shelleyi,Shelley's Sunbird,Nectarinia_shelleyi,41.11111111,52.91666667
Nectarinia solaris,Flame-breasted Sunbird,Nectarinia_solaris,42.91666667,53.47222222
Nectarinia sovimanga,Souimanga Sunbird,Nectarinia_sovimanga,40.13888889,63.33333333
Nectarinia sperata,Purple-throated Sunbird,Nectarinia_sperata,42.08333333,54.58333333
Nectarinia stuhlmanni,Ruwenzori Double-collared Sunbird,Nectarinia_stuhlmanni,40,53.88888889
Nectarinia superba,Superb Sunbird,Nectarinia_superba,40.83333333,61.66666667
Nectarinia tacazze,Tacazze Sunbird,Nectarinia_tacazze,37.08333333,49.44444444
Nectarinia talatala,White-breasted Sunbird,Nectarinia_talatala,40.41666667,50.27777778
Nectarinia thomensis,Giant Sunbird,Nectarinia_thomensis,56.94444444,56.80555556
Nectarinia tsavoensis,Tsavo Sunbird,Nectarinia_tsavoensis,36.94444444,54.30555556
Nectarinia ursulae,Ursula's Sunbird,Nectarinia_ursulae,40.13888889,38.75
Nectarinia venusta,Variable Sunbird,Nectarinia_venusta,39.30555556,58.33333333
Nectarinia veroxii,Mouse-coloured Sunbird,Nectarinia_veroxii,47.36111111,49.72222222
Nectarinia verticalis,Green-headed Sunbird,Nectarinia_verticalis,48.75,68.47222222
Nectarinia violacea,Orange-breasted Sunbird,Nectarinia_violacea,38.19444444,59.72222222
Nectarinia zeylonica,Purple-rumped Sunbird,Nectarinia_zeylonica,42.22222222,49.02777778
Nemosia pileata,Hooded Tanager,Nemosia_pileata,46.11111111,49.86111111
Nemosia rourei,Cherry-throated Tanager,Nemosia_rourei,56.25,54.02777778
Neochelidon tibialis,White-thighed Swallow,Neochelidon_tibialis,45.41666667,40.97222222
Neochmia modesta,Plum-headed Finch,Neochmia_modesta,43.33333333,49.30555556
Neochmia phaeton,Crimson Finch,Neochmia_phaeton,52.36111111,63.88888889
Neochmia ruficauda,Star Finch,Neochmia_ruficauda,45.27777778,52.5
Neochmia temporalis,Red-browed Finch,Neochmia_temporalis,47.08333333,49.58333333
Neocichla gutturalis,Babbling Starling,Neocichla_gutturalis,47.63888889,46.80555556
Neocossyphus poensis,White-tailed Ant-thrush,Neocossyphus_poensis,43.05555556,42.63888889
Neocossyphus rufus,Red-tailed Ant-thrush,Neocossyphus_rufus,41.25,37.63888889
Neoctantes niger,Black Bushbird,Neoctantes_niger,55,63.88888889
Neodrepanis coruscans,Sunbird Asity,Neodrepanis_coruscans,45.41666667,59.58333333
Neodrepanis hypoxantha,Yellow-bellied Asity,Neodrepanis_hypoxantha,54.30555556,62.5
Neolalage banksiana,Buff-bellied Monarch,Neolalage_banksiana,56.38888889,57.63888889
Neolestes torquatus,Black-collared Bulbul,Neolestes_torquatus,48.88888889,49.58333333
Neomixis flavoviridis,Wedge-tailed Jery,Neomixis_flavoviridis,45.55555556,44.72222222
Neomixis striatigula,Stripe-throated Jery,Neomixis_striatigula,41.25,37.08333333
Neomixis tenella,Common Jery,Neomixis_tenella,45,42.63888889
